"Template-Type","Author-Name","Author-X-Name-First","Author-X-Name-Last","Title","Abstract","Journal","Pages","Issue","Volume","Year","Keywords","X-DOI","File-URL","File-Format","File-Restriction","Handle","Month","# input file"
"ReDIF-Article 1.0","Peter Phillips","Peter","Phillips","APPLYING MODERN PORTFOLIO THEORY TO THE ANALYSIS OF TERRORISM. COMPUTING THE SET OF ATTACK METHOD COMBINATIONS FROM WHICH THE RATIONAL TERRORIST GROUP WILL CHOOSE IN ORDER TO MAXIMISE INJURIES AND FATALITIES","In this paper, terrorism is analysed using the tools of modern portfolio theory. This approach permits the analysis of the returns that a terrorist group can expect from their activities as well as the risk they face. The analysis sheds new light on the nature of the terrorist group's (attack method) choice set and the efficiency properties of that set. If terrorist groups are, on average, more risk averse, the economist can expect the terrorist group to exhibit a bias towards bombing and armed attack. In addition, even the riskiest (from the terrorist group's point of view) combinations of attack methods have maximum expected returns of less than 70 injuries and fatalities per attack per year.","Defence and Peace Economics","193-213","3","20","2009","Terrorism, Modern portfolio theory, Mean-variance analysis, Efficient choice set,","10.1080/10242690801923124","http://www.tandfonline.com/doi/abs/10.1080/10242690801923124","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:20:y:2009:i:3:p:193-213",NA,NA
"ReDIF-Article 1.0","Mark Pyman, Regina Wilson, Dominic Scott","Mark, Regina, Dominic","Pyman, Wilson, Scott","THE EXTENT OF SINGLE SOURCING IN DEFENCE PROCUREMENT AND ITS RELEVANCE AS A CORRUPTION RISK: A FIRST LOOK","Single-source, or non-competitive, defence procurement is a widespread phenomenon that is prevalent both in developing countries and in advanced arms exporting countries. The usual competitive bidding process - which assists in both value-for-money evaluation and in lowering corruption risk - is used much less often than expected in defence procurement. Whilst there can be good reasons for single sourcing, the opportunities and inducements for corruption are significantly escalated. Further, some countries that claim to employ single-source only in rare instances are found to have high percentages of non-competitive defence procurement. This is of particular concern as defence is perceived to be one of the more corruption-prone international business sectors, as identified in the 2002 Bribe Payers Index (Transparency International, 2002), with procurement presenting a significant source of corruption risk. The work presented here gives data on the percentage of defence single source procurement in a number of countries. Some countries were transparent and open about this data, even where it showed them in an unfavourable light. Most were not, citing sensitivity reasons or even that the data did not exist as reasons for refusal.","Defence and Peace Economics","215-232","3","20","2009",NA,"10.1080/10242690802016506","http://www.tandfonline.com/doi/abs/10.1080/10242690802016506","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:20:y:2009:i:3:p:215-232",NA,NA
"ReDIF-Article 1.0","Kogi Balakrishnan, Ron Matthews","Kogi, Ron","Balakrishnan, Matthews","THE ROLE OF OFFSETS IN MALAYSIAN DEFENCE INDUSTRIALISATION","Defence offsets rank as one of the most important and controversial topics within the broad field of defence economics. Arms vendors are likely to view offsetting investment as a distraction, fearful of its potential to hurt the bottom line. By contrast, policymakers in the arms purchasing countries see offsets as an opportunity to extract technology transfer, as well as employment, investment and export sales opportunities. Establishing the actual impact of offsets, however, is not easy. The subject is shrouded in secrecy and myth, with anecdote and generalisation pervading even the intellectual press. This paper seeks to break the mould by offering an empirical case study of the role of offsets in Malaysian defence industrialisation.","Defence and Peace Economics","341-358","4","20","2009","Defence offsets, Technology transfer, Defence industry, Malaysia,","10.1080/10242690802333117","http://www.tandfonline.com/doi/abs/10.1080/10242690802333117","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:20:y:2009:i:4:p:341-358",NA,NA
"ReDIF-Article 1.0","Jenn-Hong Tang, Cheng-Chung Lai, Eric Lin","Jenn-Hong, Cheng-Chung, Eric","Tang, Lai, Lin","MILITARY EXPENDITURE AND UNEMPLOYMENT RATES: GRANGER CAUSALITY TESTS USING GLOBAL PANEL DATA","This paper investigates the empirical relationships between military expenditure and unemployment rates. A set of global panel data on 46 countries is utilized, and a panel data version of the Granger causality test is applied. The results indicate that there is little evidence of the causality running from unemployment to military expenditure regardless of how we measure military spending and determine group countries. In contrast, the causality running from military expenditure to unemployment receives empirical support if military expenditure is measured in terms of its share of GDP and if data are taken from middle- and low-income countries or non-OECD countries.","Defence and Peace Economics","253-267","4","20","2009","Military spending, Unemployment, Panel Granger causality,","10.1080/10242690903105257","http://www.tandfonline.com/doi/abs/10.1080/10242690903105257","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:20:y:2009:i:4:p:253-267",NA,NA
"ReDIF-Article 1.0","Curtis Simon, John Warner","Curtis, John","Simon, Warner","THE SUPPLY PRICE OF COMMITMENT: EVIDENCE FROM THE AIR FORCE ENLISTMENT BONUS PROGRAM","In fiscal year 1999, the US Air Force introduced a bonus program designed to encourage longer enlistment terms. This regime shift provides a unique opportunity to estimate the elasticity of labor supply at a new margin: the length of the employment contract. A $5000 bonus differential is estimated to increase the probability that a recruit will choose a 6-year enlistment over a 4-year enlistment by 30 percentage points. The program is found to be cost-effective relative to other policies to increase man-years.","Defence and Peace Economics","269-286","4","20","2009","Enlistment bonus, Term of enlistment,","10.1080/10242690802221866","http://www.tandfonline.com/doi/abs/10.1080/10242690802221866","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:20:y:2009:i:4:p:269-286",NA,NA
"ReDIF-Article 1.0","Carlos Barros, Guglielmo Maria Caporale, Luis Gil-Alana","Carlos, Guglielmo Maria, Luis","Barros, Caporale, Gil-Alana","BASQUE TERRORISM: POLICE ACTION, POLITICAL MEASURES AND THE INFLUENCE OF VIOLENCE ON THE STOCK MARKET IN THE BASQUE COUNTRY","In the last 15 years, terrorist activity in the Basque Country has substantially decreased and strategies have changed. Whilst the type of killings has become more specialised (politicians, reporters, etc.), a new phenomenon based on urban guerrilla tactics, and called in Basque 'kale borroka' (street fighting), has emerged, creating an atmosphere of violence in the streets. The contribution of this paper is threefold. First, we create a daily measure of the level of violence in the area. Second, we examine if police action and the repressive policy measures adopted by the government since 2001 have been effective in reducing the intensity of violence. Third, we investigate whether the level of violence has had an effect on the stock market index in the Basque Country. The results, based on daily data from 1 July 2001 to 15 November 2005, suggest that the only effective measure to reduce violence was the banning of Herri Batasuna (HB), the radical party close to ETA supporters. Moreover, there was a decrease in the stock market index as a consequence of the violence in the area during the period under analysis.","Defence and Peace Economics","287-301","4","20","2009","ETA, Terrorism, Economic impact, Stock exchange, Fractional integration,","10.1080/10242690701750676","http://www.tandfonline.com/doi/abs/10.1080/10242690701750676","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:20:y:2009:i:4:p:287-301",NA,NA
"ReDIF-Article 1.0","Cedric Laguerre","Cedric","Laguerre","IS THE DEFENCE MARKET CONTESTABLE? THE CASE OF MILITARY AEROSPACE","I demonstrate the existence of two sources of contestability in the military aerospace market, within producing and export countries, through the State's triple role as unique buyer, regulator and seller. For the producing countries, I introduce the new concept, 'sovereignty price'; that is, the profit a State agrees to grant to its defence firms to perpetuate their domestic activities. This subjective, evolutionary concept provides a dynamic character to the theory of contestable markets. Moreover, I show that contestability is more effective than antitrust policies and a solution of the cost disease. Empirical cases are shown to confirm the theoretical analysis.","Defence and Peace Economics","303-326","4","20","2009","Common Operating System, Contestable markets, Cost disease, Aerospace, Regulation, Sovereignty price,","10.1080/10242690802365044","http://www.tandfonline.com/doi/abs/10.1080/10242690802365044","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:20:y:2009:i:4:p:303-326",NA,NA
"ReDIF-Article 1.0","Luca Pieroni","Luca","Pieroni","MILITARY EXPENDITURE AND ECONOMIC GROWTH","This paper tests the relationship between military expenditure and economic growth by including the impact of the share of military and civilian components of government expenditure in an economic growth model with endogenous technology. In this framework, we empirically consider the hypothesis of a non-linear effect of military expenditure on economic growth. Differences between the costs and benefits of the defence sector has traditionally explained the non-linear relationship suggesting that shocks to insecurity may also be a source of non-linearity as they determine a re-allocative effect within government expenditure. While parametric partial correlations are in line with empirical findings, the robustness of estimations is tested by using a non-parametric approach. The negative relationship between military expenditure and growth in countries with high levels of military burden predicted by theory becomes significant only after including a proxy for re-allocative effects in the growth equation.","Defence and Peace Economics","327-339","4","20","2009","Economic growth, Military burden, Cross-section estimations,","10.1080/10242690701589876","http://www.tandfonline.com/doi/abs/10.1080/10242690701589876","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:20:y:2009:i:4:p:327-339",NA,NA
"ReDIF-Article 1.0","Peter Sandholt Jensen, Kristian Skrede Gleditsch","Peter, Kristian","Sandholt Jensen, Skrede Gleditsch","RAIN, GROWTH, AND CIVIL WAR: THE IMPORTANCE OF LOCATION","We re-examine the Miguel <italic>et al.</italic> (2004) study of the impact of growth on civil war, using growth in rainfall as an instrument. Miguel <italic>et al</italic>. (2004) - in our view, erroneously - include countries participating in civil wars in other states. Restricting the conflict data to states with conflict on their own territory reduces the estimated impact of economic growth on civil war. We show how spatial correlations in rainfall growth and participation in civil conflicts induce a stronger apparent relationship in the mis-classified data.","Defence and Peace Economics","359-372","5","20","2009",NA,"10.1080/10242690902868277","http://hdl.handle.net/10.1080/10242690902868277","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:20:y:2009:i:5:p:359-372","10",NA
"ReDIF-Article 1.0","Katarina Keller, Panu Poutvaara, Andreas Wagener","Katarina, Panu, Andreas","Keller, Poutvaara, Wagener","MILITARY DRAFT AND ECONOMIC GROWTH IN OECD COUNTRIES","Economic theory predicts that military conscription is associated with static inefficiencies as well as with dynamic distortions of the accumulation of human and physical capital. Relative to an economy with an all-volunteer force, output levels and growth rates should be lower in countries that rely on a military draft to recruit their army personnel. For OECD countries, we show that military conscription indeed has a statistically significantly negative impact on economic performance.","Defence and Peace Economics","373-393","5","20","2009",NA,"10.1080/10242690802332994","http://hdl.handle.net/10.1080/10242690802332994","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:20:y:2009:i:5:p:373-393","10",NA
"ReDIF-Article 1.0","Andrew M. Francis","Andrew M.","Francis","THE HUMAN CAPITAL PEACE: DEVELOPMENT AND INTERNATIONAL CONFLICT","This paper explores the relationship between human capital and international conflict. In theory, human capital may increase the opportunity cost of military service and the economic cost of injury and loss of life in combat; it may decrease the benefits of conflict as human capital cannot be easily appropriated or transferred; it may affect societal norms toward peace and war; and it may alter military productivity through new technology and complementarities between military technology and personnel. Using a panel of politically relevant dyads, I find robust empirical evidence that human capital may significantly decrease the likelihood of militarized conflict between nations. In short, the findings suggest that promoting human capital-oriented development may help to increase peace in the world.","Defence and Peace Economics","395-411","5","20","2009",NA,"10.1080/10242690802682109","http://hdl.handle.net/10.1080/10242690802682109","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:20:y:2009:i:5:p:395-411","10",NA
"ReDIF-Article 1.0","Thomas Bernauer, Vally Koubi, Fabio Ernst","Thomas, Vally, Fabio","Bernauer, Koubi, Ernst","DOES NEUTRALITY MAKE A DIFFERENCE? EXPLAINING PATTERNS OF SWISS DEFENSE SPENDING IN 1975-2001","We study the behavior of defense spending in Switzerland over 1975-2001. Our main interest is in determining how neutrality in international affairs (non-membership in military alliances) affects defense spending. We find that neutrality is associated with a perception of lower levels of external threat; hence it confers economic benefits in the form of a smaller defense burden. However, neutrality does not fully insulate a country from variations in the level of external threat in the global system as perceived by members of military alliances. Swiss defense spending has tracked very closely the spending trends - but at a lower average level - of the United States and other NATO countries. To the extent that post-Cold War threats, such as international terrorism, materialize primarily in the context of existing security alliances, Swiss military spending patterns observed in 1975-2001 are likely to remain the same in the future.","Defence and Peace Economics","413-422","5","20","2009",NA,"10.1080/10242690802051537","http://hdl.handle.net/10.1080/10242690802051537","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:20:y:2009:i:5:p:413-422","10",NA
"ReDIF-Article 1.0","Yemane Wolde-Rufael","Yemane","Wolde-Rufael","THE DEFENCE SPENDING-EXTERNAL DEBT NEXUS IN ETHIOPIA","The aim of this paper is to examine the impact of defence spending and income on the evolution of Ethiopia's external debt over the period 1970-2005. Using the bounds test approach to cointegration and Granger causality tests, we find a long run and a causal relationship between external debt, defence spending and income. Defence spending had a positive and a significant impact on the stock of external debt while income had a negative and a statistically significant impact on external debt. Our findings suggest that an increase in defence spending contributes to the accumulation of Ethiopia's external debt, while an increase in economic growth helps Ethiopia to reduce its external debt.","Defence and Peace Economics","423-436","5","20","2009",NA,"10.1080/03066150902868171","http://hdl.handle.net/10.1080/03066150902868171","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:20:y:2009:i:5:p:423-436","10",NA
"ReDIF-Article 1.0","Jonathan Lipow","Jonathan","Lipow","Castles, Battles, and Bombs: How Economics Explains Military History",NA,"Defence and Peace Economics","437-439","5","20","2009",NA,"10.1080/10242690802452313","http://hdl.handle.net/10.1080/10242690802452313","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:20:y:2009:i:5:p:437-439","10",NA
"ReDIF-Article 1.0","Walter Enders, Yu Liu, Ruxandra Prodan","Walter, Yu, Ruxandra","Enders, Liu, Prodan","FORECASTING SERIES CONTAINING OFFSETTING BREAKS: OLD SCHOOL AND NEW SCHOOL METHODS OF FORECASTING TRANSNATIONAL TERRORISM","Transnational terrorism data are difficult to forecast because they contain an unknown number of structural breaks of unknown functional form. The rise of religious fundamentalism, the demise of the Soviet Union, and the rise of al Qaeda have changed the nature of transnational terrorism. 'Old School' forecasting methods simply smooth or difference the data. 'New School' methods use estimated break dates to control for regime shifts when forecasting. We compare the various forecasting methods using a Monte Carlo study with data containing different types of breaks. The study's results are used to forecast various types of transnational terrorist incidents.","Defence and Peace Economics","441-463","6","20","2009","Bai-Perron test, Nonlinear forecasting, Out-of-sample forecasts, Terrorism, Threshold models,","10.1080/10242690802425772","http://www.tandfonline.com/doi/abs/10.1080/10242690802425772","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:20:y:2009:i:6:p:441-463",NA,NA
"ReDIF-Article 1.0","Sacit Hadi Akdede, Ayla O&#x11f;us","Sacit Hadi, Ayla","Akdede, O&#x11f;us","DEATH AS A MEASURE OF DURATION OF CONFLICT","This paper introduces a new measure of conflict duration and argues that the number of deaths in a conflict can serve as such a measure. The paper demonstrates that there are information gains to this approach. The well-known conflict database of the International Peace Research Institute is compared with the database of the Center for Systemic Peace, which includes data on the number of deaths in addition to length of conflict. The number and distribution of conflicts vary; however, duration analysis based on the conventional measure of duration yields results that are robust over the above-mentioned datasets. We also show that the number of deaths, as a measure of duration, challenges some of the results based on the number of years as a measure of duration. In the 1990s, the duration of conflicts is significantly different from before when the duration measure is the number of years - we do not find a statistically significant distinction when the number of deaths is used. Ethnic conflicts have a longer survival time in terms of time but not in terms of number of fatalities.","Defence and Peace Economics","465-476","6","20","2009","Duration models, Conflict duration, Ethnic conflicts,","10.1080/10242690903105356","http://www.tandfonline.com/doi/abs/10.1080/10242690903105356","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:20:y:2009:i:6:p:465-476",NA,NA
"ReDIF-Article 1.0","Mehmet Yaya","Mehmet","Yaya","TERRORISM AND TOURISM: THE CASE OF TURKEY","Using a time series method called 'transfer function', this paper examines the effect of terrorism on tourism in Turkey. The results indicate that there exists a negative but small impact of terrorism, which is observed within approximately one year. However, terrorist attacks in Turkey have accounted for a reduction of six million foreign tourists over the last nine years. Moreover, the economic cost of terrorism in the tourism industry was more than $700 million in 2006. However, terrorist attacks in continental Europe and America, and an active war involving a neighboring country, had no effects on tourism in Turkey.","Defence and Peace Economics","477-497","6","20","2009","Transfer function, Turkey, Terrorism, Tourism, Economic impact, 9/11, Second Persian Gulf War,","10.1080/10242690903105414","http://www.tandfonline.com/doi/abs/10.1080/10242690903105414","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:20:y:2009:i:6:p:477-497",NA,NA
"ReDIF-Article 1.0","Albert Wijeweera, Matthew Webb","Albert, Matthew","Wijeweera, Webb","MILITARY SPENDING AND ECONOMIC GROWTH IN SRI LANKA: A TIME SERIES ANALYSIS","In this paper, we employ a VAR analysis to examine the nexus between military spending and economic growth in Sri Lanka which, due to the civil war there, has witnessed a significant increase in military spending over the last three decades while also recording healthy economic growth. The study finds that, compared with non-military spending, military spending exerts only a minimal positive impact on real GDP. Over a 10-year period, a 1% increase in non-military spending increases GDP by 1.6%. In contrast, military spending only increases GDP by 0.05%, suggesting that the economic benefits for Sri Lanka from a sustained peace may be considerable.","Defence and Peace Economics","499-508","6","20","2009","Military spending, Sri Lanka, Economic growth, VAR analysis,","10.1080/10242690902868301","http://www.tandfonline.com/doi/abs/10.1080/10242690902868301","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:20:y:2009:i:6:p:499-508",NA,NA
"ReDIF-Article 1.0","Jason Briggeman, Jeremy Horpedahl","Jason, Jeremy","Briggeman, Horpedahl","PROTECTING CULTURAL MONUMENTS AGAINST TERRORISM: A COMMENT","Frey and Rohner (2007) propose that governments credibly commit to reconstruction of cultural monuments, as this would deter terrorist attacks on monuments. We contend that precommitment will serve primarily to redirect terrorist attacks toward non-replicable targets, possibly leading to loss of human life and physical capital at the expense of protecting monuments. The cost savings from lowering onsite security are minimal, thus funds would need to be redirected from other governmental activities to protect monuments.","Defence and Peace Economics","509-512","6","20","2009","Terrorism, Culture, Monuments, Counter-terrorism, Deterrence,","10.1080/10242690802682307","http://www.tandfonline.com/doi/abs/10.1080/10242690802682307","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:20:y:2009:i:6:p:509-512",NA,NA
"ReDIF-Article 1.0","Bruno Frey, Dominic Rohner","Bruno, Dominic","Frey, Rohner","PROTECTING CULTURAL MONUMENTS AGAINST TERRORISM: A REPLY","","Defence and Peace Economics","513-514","6","20","2009",NA,"10.1080/10242690802682364","http://www.tandfonline.com/doi/abs/10.1080/10242690802682364","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:20:y:2009:i:6:p:513-514",NA,NA
"ReDIF-Article 1.0","Atin Basuchoudhary","Atin","Basuchoudhary","The Economics of War","","Defence and Peace Economics","515-516","6","20","2009",NA,"10.1080/10242690902908370","http://www.tandfonline.com/doi/abs/10.1080/10242690902908370","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:20:y:2009:i:6:p:515-516",NA,NA
"ReDIF-Article 1.0","Stephanie Neuman","Stephanie","Neuman","POWER, INFLUENCE, AND HIERARCHY: DEFENSE INDUSTRIES IN A UNIPOLAR WORLD","The global defense-industrial sector reflects the hierarchy of power in the post-Cold War world. As in the larger international system, the United States plays the dominant role in the defense sector as well. It is a comparative advantage often used by US policymakers to influence the foreign policy behavior of other states. Curiously, the radical concentration of the world's defense industrial sector, as described here, has received relatively little scrutiny from either academia or the media, even though it not only reflects the international order but provides the United States with considerable leverage in it.","Defence and Peace Economics","105-134","1","21","2010","International Relations, Defense industries, Arms industries, Power, Influence, Unipolar, Globalization, Arms transfers, Arms exports,","10.1080/10242690903105398","http://www.tandfonline.com/doi/abs/10.1080/10242690903105398","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:21:y:2010:i:1:p:105-134",NA,NA
"ReDIF-Article 1.0","Michael Spagat","Michael","Spagat","ETHICAL AND DATA-INTEGRITY PROBLEMS IN THE SECOND LANCET SURVEY OF MORTALITY IN IRAQ","This paper considers the second Lancet survey of mortality in Iraq published in October 2006. It presents some evidence suggesting ethical violations to the survey's respondents including endangerment, privacy breaches and violations in obtaining informed consent. Breaches of minimal disclosure standards examined include non-disclosure of the survey's questionnaire, data-entry form, data matching anonymised interviewer identifications with households and sample design. The paper also presents some evidence relating to data fabrication and falsification, which falls into nine broad categories. This evidence suggests that this survey cannot be considered a reliable or valid contribution towards knowledge about the extent of mortality in Iraq since 2003. Editor's Note: The authors of the Lancet II Study were given the opportunity to reply to this article. No reply has been forthcoming.","Defence and Peace Economics","1-41","1","21","2010","Iraq mortality, Lancet survey, Conflict, Ethics, Fabrication, Falsification,","10.1080/10242690802496898","http://www.tandfonline.com/doi/abs/10.1080/10242690802496898","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:21:y:2010:i:1:p:1-41",NA,NA
"ReDIF-Article 1.0","Keith Hartley, Peter MacDonald","Keith, Peter","Hartley, MacDonald","COUNTRY SURVEY XXI: THE UNITED KINGDOM","The UK defence economy has some distinctive features. Its Armed Forces have a worldwide capability reflected in modern air, land and sea forces with an expeditionary role. Its world role is further reflected in a nuclear capability and a high technology defence industrial base, substantial defence R&D with the UK as a major arms exporter. This survey focuses on the period 1970 to 2008. It explains the military-industrial complex and estimates a demand for military expenditure function. There follows an analysis of procurement and defence industrial policy. Future policy issues are outlined, namely, the costs of the UK's world role and its relations with European defence policy. It is concluded that the UK faces some difficult defence choices.","Defence and Peace Economics","43-63","1","21","2010","UK defence economy, Resource accounting, Demand for military expenditure, Costs of conflict, Personnel, Outsourcing, Equipment, Defence output, Procurement policy, UK defence industrial base, Defence exports, Future problems and prospects,","10.1080/10242690903105323","http://www.tandfonline.com/doi/abs/10.1080/10242690903105323","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:21:y:2010:i:1:p:43-63",NA,NA
"ReDIF-Article 1.0","Atin Basuchoudhary, William Shughart","Atin, William","Basuchoudhary, Shughart","ON ETHNIC CONFLICT AND THE ORIGINS OF TRANSNATIONAL TERRORISM","Using the ITERATE dataset, we explore the origins of transnational terrorist activity, from 1982 through 1997, in 118 countries. We model terrorism, not as a function of a nation's ethnic, religious or linguistic fractionalization, but as an independent measure of perceived ethnic tensions. When we control for institutional quality, evidence that political rights and civil liberties mitigate the terrorism-producing effects of ethnic tensions exists only since 1990. Economic freedoms, on the other hand, robustly reduce the number of terrorist attacks originating in ethnically tense societies.","Defence and Peace Economics","65-87","1","21","2010","Ethnic tensions, Transnational terrorism, Political rights, Economic rights, Cold War,","10.1080/10242690902868343","http://www.tandfonline.com/doi/abs/10.1080/10242690902868343","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:21:y:2010:i:1:p:65-87",NA,NA
"ReDIF-Article 1.0","Julide Yildirim, Nebile Korucu, Semsettin Karasu","Julide, Nebile, Semsettin","Yildirim, Korucu, Karasu","FURTHER EDUCATION OR RE-ENLISTMENT DECISION IN TURKISH ARMED FORCES: A SEEMINGLY UNRELATED PROBIT ANALYSIS","Previous empirical studies examining the determinants of re-enlistment probabilities have generally employed a univariate approach and have suggested that expected further education increases the likelihood of joining the army. However, the re-enlistment and further education decisions can be interdependent. Accordingly, this study employs a seemingly unrelated bivariate probit model to jointly estimate the factors that influence both further education and re-enlistment decisions. Empirical analysis indicates that there is a correlation between the re-enlistment and further education decisions, revealing that previous single equation models might be misspecified. Moreover the geographical background, education level of the conscript, intention of further education and previous unemployment duration are influential in the re-enlistment decision. Additionally, the further education decision appears to be determined by family and sibship characteristics, education level and age.","Defence and Peace Economics","89-103","1","21","2010","Re-enlistment, Further education, Turkish Armed Forces, Seemingly unrelated probit,","10.1080/10242690903105513","http://www.tandfonline.com/doi/abs/10.1080/10242690903105513","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:21:y:2010:i:1:p:89-103",NA,NA
"ReDIF-Article 1.0","Rangan Gupta, Alain Kabundi, Emmanuel Ziramba","Rangan, Alain, Emmanuel","Gupta, Kabundi, Ziramba","THE EFFECT OF DEFENSE SPENDING ON US OUTPUT: A FACTOR AUGMENTED VECTOR AUTOREGRESSION (FAVAR) APPROACH","Empirical evidence on the effect of defense spending on US output is at best mixed. Against this backdrop, this paper assesses the impact of a positive defense spending shock on the growth rate of real GNP using a Factor Augmented Vector Autoregressive (FAVAR) model estimated with 116 variables spanning the quarterly period of 1976:01 to 2005:02. Overall, the results show that a positive shock to the growth rate of the real defense spending translates to a positive short-run effect on the growth rate of real GNP lasting up to ten quarters, but the effect is significant only for two quarters. Beyond the tenth quarter, the effect becomes negative and shows signs of slow reversal at around the 17th quarter. Our results tend to indicate that the mixed empirical evidence, based on small-scale Vector Autoregressive (VAR) and Vector Error Correction (VEC) models, could be a result of a small information set not capturing the true theoretical relationships between the two variables of interest.","Defence and Peace Economics","135-147","2","21","2010","Defense spending, Output, FAVAR,","10.1080/10242690903569056","http://www.tandfonline.com/doi/abs/10.1080/10242690903569056","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:21:y:2010:i:2:p:135-147",NA,NA
"ReDIF-Article 1.0","Olaf De Groot","Olaf","De Groot","THE SPILLOVER EFFECTS OF CONFLICT ON ECONOMIC GROWTH IN NEIGHBOURING COUNTRIES IN AFRICA","In this article, the influence of conflict on the economies of neighbouring countries is discussed. The results from previous papers show a strong negative effect for an entire area around a country suffering from conflict, but this paper reaches a different conclusion, by using more recent data and adjusting the methodology previously employed. Additionally, a new type of contiguity matrix is constructed and used in the actual analysis. The final analysis consists of a large number of regressions and concludes that conflict actually has two opposing effects. First, like conflict countries themselves, directly contiguous countries actually suffer from the negative effects of proximate conflict. Secondly, however, there is also a positive spillover of conflict, which affects non-contiguous countries and this effect is larger for countries that are closer to the conflict country. The results from the paper predominantly hold for the most violent kind of conflict.","Defence and Peace Economics","149-164","2","21","2010","Conflict, Economic growth, Spatial econometrics, Africa,","10.1080/10242690903570575","http://www.tandfonline.com/doi/abs/10.1080/10242690903570575","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:21:y:2010:i:2:p:149-164",NA,NA
"ReDIF-Article 1.0","Carlos Bozzoli, Tilman Bruck, Simon Sottsas","Carlos, Tilman, Simon","Bozzoli, Bruck, Sottsas","A SURVEY OF THE GLOBAL ECONOMIC COSTS OF CONFLICT","This paper defines the global economic costs of conflict and suggests two key criteria, namely comprehensiveness and consistency, which are necessary for a valid calculation of such costs. A critical review of the literature reveals that most studies focus on national income losses, using counterfactual regression models, finding a negative impact on growth both for conflict countries themselves and for their neighbors. However, the debate is quite fragmented and the literature fails to combine these insights in a comprehensive and consistent manner. Furthermore, there is little work thus far on integrating aggregate and micro-level estimates of the costs of conflict.","Defence and Peace Economics","165-176","2","21","2010","War, Conflict, Costs, Growth, Methodology, Survey,","10.1080/10242690903568934","http://www.tandfonline.com/doi/abs/10.1080/10242690903568934","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:21:y:2010:i:2:p:165-176",NA,NA
"ReDIF-Article 1.0","Antonio Fonfria, Paulina Correa-Burrows","Antonio, Paulina","Fonfria, Correa-Burrows","EFFECTS OF MILITARY SPENDING ON THE PROFITABILITY OF SPANISH DEFENCE CONTRACTORS","The traditional view of the defence industry obtaining large profits from contracts with the Ministry of Defence relies on several assumptions. Among these are the use of such arrangements as an instrument of industrial policy, the strong market power enjoyed by prime contractors, and the inefficiency encouraged by the sector. The findings show that defence contracts have a positive effect on profits, as well as the prizes for innovation and the market power enjoyed by some defence subsectors.","Defence and Peace Economics","177-192","2","21","2010","Defence industry, Defence procurement, Profits, Spain,","10.1080/10242690903569007","http://www.tandfonline.com/doi/abs/10.1080/10242690903569007","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:21:y:2010:i:2:p:177-192",NA,NA
